prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,update_date_dt,create_date_dt
GGWR01,TSA,,PLN,Anaeromyces sp. NHY-2018,PRJNA489922,SAMN09994579,strain: C3G,"host: Bos taurus,isolation_source: Cow feces",32835621,48917,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGWS01,TSA,,PLN,Caecomyces sp. Brit4,PRJNA489922,SAMN09994581,strain: Brit4,"host: Bos taurus,isolation_source: Rumen-cow",33481310,55057,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGWT01,TSA,,PLN,Chytridiomycota sp. NHY-2018,PRJNA489922,SAMN09994582,strain: WSF2c,"host: Ovis aries,isolation_source: Feces- aoudad sheep (wild)",58156734,108220,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGWU01,TSA,,PLN,Chytridiomycota sp. NHY-2018,PRJNA489922,SAMN09994583,strain: WSF3a,"host: Ovis aries,isolation_source: Feces- aoudad sheep (wild)",68477116,141982,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGWV01,TSA,,PLN,Orpinomyces sp. D3A,PRJNA489922,SAMN09994584,strain: D3A,"host: Bos taurus,isolation_source: Cow digesta",27780320,36769,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGWW01,TSA,,PLN,Orpinomyces sp. D3B,PRJNA489922,SAMN09994585,strain: D3B,"host: Bos taurus,isolation_source: Cow digesta",25333255,31633,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGWX01,TSA,,PLN,Orpinomyces sp. D4C,PRJNA489922,SAMN09994586,strain: D4C,"host: Bos taurus,isolation_source: Cow digesta",25923178,31106,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGWY01,TSA,,PLN,Piromyces sp. S4B,PRJNA489922,SAMN09994587,strain: S4B,"host: Ovis aries,isolation_source: sheep feces",46262389,66781,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGWZ01,TSA,,PLN,Piromyces sp. FX4B,PRJNA489922,SAMN09994588,strain: FX4B,"host: Bos taurus,isolation_source: Rumen-cow",43799920,64017,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGXA01,TSA,,PLN,Piromyces sp. YC3,PRJNA489922,SAMN09994590,strain: YC3,"host: Bos taurus,isolation_source: Rumen-cow",41799482,56908,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGXB01,TSA,,PLN,Piromyces sp. A1,PRJNA489922,SAMN09994591,strain: A1,"host: Ovis aries,isolation_source: Sheep feces (frozen)",39129800,50381,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGXC01,TSA,,PLN,Neocallimastix sp. G3,PRJNA489922,SAMN09994596,strain: G3,"host: Ovis aries,isolation_source: Sheep feces",52098186,91057,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGXD01,TSA,,PLN,Fusarium acuminatum,PRJNA491201,"SAMN10065485,SAMN10065486,SAMN10065487,SAMN10065488,SAMN10065489,SAMN10065490,SAMN10065491,SAMN10065492,SAMN10065493,SAMN10065494,SAMN10065495,SAMN10065496,SAMN10065497,SAMN10065498,SAMN10065499,SAMN10065500,SAMN10065501",,,20854767,20117,0,No,2019-10-07T00:00:00Z,2019-10-07T00:00:00Z
GGXE01,TSA,,PLN,Caecomyces sp. Iso3,PRJNA489922,SAMN09994580,strain: Iso3,"host: Bos taurus,isolation_source: Cow feces",74920445,85799,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGXF01,TSA,,PLN,Piromyces sp. FS3c,PRJNA489922,SAMN09994589,strain: FS3c,"host: Bos taurus,isolation_source: Rumen-cow",58052273,93337,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGXG01,TSA,,PLN,Piromyces sp. A2,PRJNA489922,SAMN09994592,strain: A2,"host: Ovis aries,isolation_source: Sheep feces (frozen)",50864357,55249,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGXH01,TSA,,PLN,Piromyces sp. B4,PRJNA489922,SAMN09994593,strain: B4,"host: Bos taurus,isolation_source: Cow feces (frozen)",92860364,124096,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGXI01,TSA,,PLN,Piromyces sp. B5,PRJNA489922,SAMN09994594,strain: B5,"host: Bos taurus,isolation_source: Cow feces (frozen)",106258346,178594,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGXJ01,TSA,,PLN,Neocallimastix frontalis,PRJNA489922,SAMN09994595,strain: Hef5,"host: Bos taurus,isolation_source: Cow - Feces",81200001,95290,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGXK01,TSA,,VRT,Pygoscelis papua,PRJNA491755,SAMN10088454,,"dev_stage: adult,tissue_type: blood",18716357,21851,0,No,2018-09-25T00:00:00Z,2018-09-25T00:00:00Z
GGXL01,TSA,,VRT,Pygoscelis antarcticus,PRJNA491756,SAMN10088455,,"dev_stage: adult,tissue_type: blood",22448423,26029,0,No,2018-09-25T00:00:00Z,2018-09-25T00:00:00Z
GGXM01,TSA,,PLN,Garcinia mangostana,PRJNA321150,"SAMN06670216,SAMN06670217,SAMN06670218,SAMN06670219",,,386552205,279376,0,No,2019-10-15T00:00:00Z,2019-03-22T00:00:00Z
GGXN01,TSA,,INV,Neocaridina denticulata,PRJNA382065,"SAMN09780446,SAMN09780447,SAMN09780448,SAMN09780449,SAMN09780450,SAMN09780451,SAMN09780452,SAMN09780453,SAMN09780454",,,33406930,45152,0,No,2018-10-02T00:00:00Z,2018-10-02T00:00:00Z
GGXO01,TSA,,PLN,Ceanothus thyrsiflorus,PRJNA454377,SAMN09935521,,tissue_type: nodule,96974693,135516,0,No,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
GGXQ01,TSA,,INV,Octopus maya,PRJNA492175,SAMN10094665,,"dev_stage: adult,isolation_source: Continental Shelf of the Yucatan Peninsula,tissue_type: testis",53825609,85223,0,No,2018-10-15T00:00:00Z,2018-10-15T00:00:00Z
GGXR01,TSA,,PLN,Datisca glomerata,PRJNA454375,"SAMN09935373,SAMN09935377,SAMN09935386,SAMN09935389,SAMN09935391",,,168729685,163581,0,No,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
GGXS01,TSA,,PLN,Plectranthus amboinicus,PRJNA491229,SAMN10067986,,"dev_stage: matured leaves,tissue_type: leaves",19392931,33708,0,No,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGXT01,TSA,,PLN,Smilax myosotiflora,PRJNA491233,SAMN10067990,isolate: Leaves,"dev_stage: matured leaves,tissue_type: leaves",23182006,32852,0,No,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
GGXU01,TSA,,PLN,Strobilanthes crispa,PRJNA491228,SAMN10067985,,"dev_stage: matured leaves,tissue_type: leaves",14577049,25563,0,No,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
GGXV01,TSA,,PLN,Pteris vittata,PRJNA492307,"SAMN08887236,SAMN08887237,SAMN08887238,SAMN08887239,SAMN08887240,SAMN08887241",,,295816290,251874,0,No,2019-10-09T00:00:00Z,2019-10-09T00:00:00Z
GGXW01,TSA,,INV,Daphnia galeata,PRJNA492212,"SAMN10095604,SAMN10095610,SAMN10095630,SAMN10095712,SAMN10095716,SAMN10095734,SAMN10095815,SAMN10095848,SAMN10095863,SAMN10095884,SAMN10095903,SAMN10095905",,,386329660,370354,0,No,2018-10-17T00:00:00Z,2018-10-17T00:00:00Z
GGXX01,TSA,,PLN,Chara braunii,PRJNA492241,SAMN10095384,isolate: S276,"dev_stage: Vegetative phase,tissue_type: Vegetative tissue",88124568,117611,0,No,2019-03-12T00:00:00Z,2019-03-12T00:00:00Z
GGXY01,TSA,,INV,Rhipicephalus microplus,PRJNA232001,SAMN02463642,strain: Porto Alegre,"dev_stage: adult,host: Bos taurus",1094898,3030,3030,Yes,2019-04-05T00:00:00Z,2019-04-05T00:00:00Z
GGXZ02,TSA,,PLN,Platanus x hispanica,PRJNA484863,"SAMN09780419,SAMN09780420",,,100822598,117866,0,No,2019-04-09T00:00:00Z,2019-04-09T00:00:00Z
GGYA01,TSA,,PLN,Salisapilia sapeloensis,PRJNA487262,SAMN09880529,strain: CBS 127946,,16264064,7777,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGYB01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205405,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: Adipose tissue",18819265,40568,0,No,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
GGYC01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205406,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: gill",30570709,57631,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGYD01,TSA,,PLN,Vanda hybrid cultivar,PRJNA491221,SAMN10067965,cultivar: Mimi Palmer,"dev_stage: full-bloom,tissue_type: flower",11490057,20343,0,No,2018-10-11T00:00:00Z,2018-10-11T00:00:00Z
GGYE01,TSA,,PLN,Gynura procumbens,PRJNA493987,SAMN10147328,isolate: Leaves,"dev_stage: matured leaves,tissue_type: leaves",14346352,15874,0,No,2018-10-11T00:00:00Z,2018-10-11T00:00:00Z
GGYF01,TSA,,VRT,Acipenser sinensis,PRJNA341457,"SAMN05725140,SAMN05725141,SAMN05725142,SAMN05725149,SAMN05725150,SAMN05725151,SAMN05725158,SAMN05725159,SAMN05725160",,,168641140,121398,0,No,2019-02-22T00:00:00Z,2019-02-22T00:00:00Z
GGYG01,TSA,,INV,Sinella curviseta,PRJNA494047,SAMN10147912,isolate: NJ population,"dev_stage: adults and juveniles,tissue_type: whole body",63342864,27976,0,No,2019-01-28T00:00:00Z,2019-01-28T00:00:00Z
GGYH01,TSA,,PLN,Eucheuma denticulatum,PRJNA477734,SAMN09478190,,tissue_type: Whole organism,27194651,26056,0,No,2018-10-17T00:00:00Z,2018-10-17T00:00:00Z
GGYJ01,TSA,,PLN,Vanda hybrid cultivar,PRJNA491224,SAMN10067977,cultivar: Tan Chay Yan,"dev_stage: full-bloom,tissue_type: flower",12535250,23209,0,No,2018-10-11T00:00:00Z,2018-10-11T00:00:00Z
GGYK01,TSA,,PLN,Vanda hybrid cultivar,PRJNA491225,SAMN10067978,cultivar: Small Boy Leong,"dev_stage: full-bloom,tissue_type: flower",11613311,20331,0,No,2018-10-11T00:00:00Z,2018-10-11T00:00:00Z
GGYL01,TSA,,PLN,Vanda hybrid cultivar,PRJNA491226,SAMN10067979,cultivar: Johanna Ljunggren,"dev_stage: full-bloom,tissue_type: flower",13059655,22646,0,No,2018-10-11T00:00:00Z,2018-10-11T00:00:00Z
GGYM01,TSA,,PLN,x Vandachostylis hybrid cultivar,PRJNA491227,SAMN10067980,cultivar: Sri-Siam,"dev_stage: full-bloom,tissue_type: flower",18775742,31467,0,No,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGYN01,TSA,,PLN,Skeletonema marinoi,PRJNA493755,SAMN10141990,strain: R05AC,isolation_source: Top-layer sediments,45739595,36570,0,No,2019-10-09T00:00:00Z,2019-10-09T00:00:00Z
GGYO01,TSA,,INV,Hypothenemus hampei,PRJNA489192,SAMN09950708,isolate: Hypothenemus,"host: coffee,tissue_type: whole body",106366388,53700,0,No,2019-10-10T00:00:00Z,2019-10-09T00:00:00Z
GGYP01,TSA,,INV,Aceria tosichella,PRJNA489675,"SAMN09984787,SAMN09984788,SAMN09984789,SAMN09984790,SAMN09984791,SAMN09984792",strain: LincolnNE,,15870690,7785,7785,Yes,2018-11-06T00:00:00Z,2018-11-06T00:00:00Z
GGYQ01,TSA,,INV,Pocillopora acuta,PRJNA435468,"SAMN08580106,SAMN08781061,SAMN08803047,SAMN08803135,SAMN08803137,SAMN08803138,SAMN08813105,SAMN08855731,SAMN08859613,SAMN08862058,SAMN08862060,SAMN08862062",,,8706747,7793,0,No,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
GGYR01,TSA,,INV,Pocillopora acuta,PRJNA435468,"SAMN08874338,SAMN08874343,SAMN08874345,SAMN08891902,SAMN08891903,SAMN08891904,SAMN08892293,SAMN08892294,SAMN08892296,SAMN08918379,SAMN08918383,SAMN08918391",,,8771382,7916,0,No,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
GGYS01,TSA,,INV,Pocillopora acuta,PRJNA435468,"SAMN08957533,SAMN08957534,SAMN08957536,SAMN08957541,SAMN08957542,SAMN08957543,SAMN08957717,SAMN08959842,SAMN08959843,SAMN08960346,SAMN08960432,SAMN08960449",,,8650179,7517,0,No,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
GGYT01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,"SAMN09205388,SAMN09205389,SAMN09205390,SAMN09205391,SAMN09205392,SAMN09205393,SAMN09205394,SAMN09205395,SAMN09205396,SAMN09205397,SAMN09205398,SAMN09205399,SAMN09205400,SAMN09205401,SAMN09205402,SAMN09205403,SAMN09205404,SAMN09205405,SAMN09205406",,,67983668,58462,0,No,2018-11-13T00:00:00Z,2018-11-13T00:00:00Z
GGYU01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205388,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: Hind Brain",32606537,64609,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGYV01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205389,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: Pituitary gland",18039027,39939,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGYW01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205390,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: Hypothalamus",23039696,54973,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGYX01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205391,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: Optic tectum",32539431,64260,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGYY01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205392,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: Telenceparon",31602691,59806,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGYZ01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205393,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: liver",15256519,37245,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZA01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205394,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: heart",25527663,50028,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZB01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205395,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: head kidney",30151319,59184,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZC01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205396,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: skin",24447213,52636,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZD01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205397,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: Lateral line muscle",9205796,21950,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZE01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205398,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: Pyloric caeca",17821706,40464,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZF01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205399,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: intestine",28587854,54843,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZG01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205400,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: eye",28829374,59582,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZH01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205401,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: spleen",21607306,47041,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZI01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205402,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: Gonad",21972387,40031,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZJ01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205403,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: stomach",2282031,8081,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZK01,TSA,,VRT,Trematomus bernacchii,PRJNA471228,SAMN09205404,"isolate: collected from Terra Nova Bay\, near the Jang Bogo Station in Antarctica","dev_stage: adult,tissue_type: muscle",14817279,34518,0,No,2019-06-05T00:00:00Z,2019-06-05T00:00:00Z
GGZL01,TSA,,INV,Saccostrea glomerata,PRJNA487836,SAMN09912189,,tissue_type: Pooled adult tissues and larvae,266506034,374992,0,No,2018-10-31T00:00:00Z,2018-10-31T00:00:00Z
GGZM01,TSA,,INV,Saccostrea sp. non-mordax lineage J,PRJNA487836,SAMN09912190,,tissue_type: Pooled adult tissues and larvae,185545272,216490,0,No,2018-10-31T00:00:00Z,2018-10-31T00:00:00Z
GGZN01,TSA,,VRT,Cairina moschata,PRJNA397953,"SAMN07498260,SAMN07498261,SAMN07498262,SAMN07498263,SAMN07498264,SAMN07498265,SAMN07498266,SAMN07498267,SAMN07498268,SAMN07498269,SAMN07498270,SAMN07498271,SAMN08996749,SAMN08996750,SAMN08996751,SAMN08996752,SAMN08996753,SAMN08996754,SAMN08996755,SAMN08996756,SAMN08996757,SAMN08996758,SAMN08996759,SAMN08996760",,,153284732,114909,0,No,2019-04-12T00:00:00Z,2018-10-12T00:00:00Z
GGZO01,TSA,,PLN,Pelargonium radula,PRJNA491235,SAMN10067991,isolate: Leaves,"dev_stage: matured leaves,tissue_type: leaves",21540292,31910,0,No,2018-10-17T00:00:00Z,2018-10-17T00:00:00Z
GGZP01,TSA,,PLN,Lupinus angustifolius,PRJNA494078,SAMN06925783,cultivar: Oskar,"dev_stage: plants started to set seeds,tissue_type: seeds (~ 2 cm)\, large pods not including seeds (~ 5 cm)\, large seeds (the seeds inside the large pods)\, flowers\, pedicels\, leaves\, stems and roots",158492798,184874,0,No,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGZQ01,TSA,,PLN,Plectranthus aromaticus,PRJNA491230,SAMN10067987,,"dev_stage: matured leaves,tissue_type: leaves",19110324,42058,0,No,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGZR01,TSA,,PLN,Cycas sphaerica,PRJNA493555,SAMN10135995,isolate: Leaf,"dev_stage: leaf,tissue_type: leaf",46671474,21181,0,No,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
GGZS01,TSA,,PLN,Cycas sphaerica,PRJNA493555,SAMN10135997,isolate: Leaf,"dev_stage: leaf,tissue_type: leaf",51177374,23321,0,No,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
GGZT01,TSA,,VRT,Acipenser oxyrinchus,PRJNA494392,"SAMN04481380,SAMN04481381,SAMN04481382,SAMN04481383,SAMN04481384,SAMN04481385,SAMN04481386,SAMN04481387,SAMN04481388,SAMN04481389,SAMN04481390,SAMN04481391,SAMN04481392,SAMN04481393,SAMN10026079,SAMN10026080,SAMN10026081,SAMN10026082,SAMN10026083,SAMN10026084,SAMN10026085,SAMN10026086,SAMN10026087,SAMN10026088,SAMN10026089,SAMN10026090,SAMN10026091,SAMN10026092,SAMN10026093,SAMN10026094,SAMN10026095,SAMN10026096,SAMN10026097,SAMN10026098,SAMN10026099,SAMN10031349,SAMN10031350,SAMN10031351,SAMN10031352,SAMN10031353,SAMN10031354,SAMN10031355,SAMN10031356,SAMN10031357,SAMN10031358,SAMN10031359,SAMN10031360,SAMN10031361,SAMN10031362,SAMN10031363,SAMN10031364,SAMN10031365,SAMN10031366,SAMN10031367,SAMN10031368,SAMN10031369,SAMN10031370,SAMN10031371,SAMN10031372",,,254007803,203131,0,No,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGZU01,TSA,,VRL,Salmon gill poxvirus,PRJNA448732,SAMN08863630,,"host: Salmo salar,isolation_source: Visceral organs",70872,147,0,No,2018-11-14T00:00:00Z,2018-11-14T00:00:00Z
GGZV01,TSA,,PLN,Zingiber officinale,PRJNA491231,SAMN10067988,"cultivar: rubrum,isolate: Leaves","dev_stage: matured leaves,tissue_type: leaves",14575109,23454,0,No,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGZW01,TSA,,PLN,Zingiber officinale,PRJNA491232,SAMN10067989,"cultivar: rubrum,isolate: Rhizome","dev_stage: matured rhizome,tissue_type: Rhizome",13211504,22287,0,No,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGZX01,TSA,,VRT,Acipenser oxyrinchus,PRJNA489268,"SAMN10026079,SAMN10026080,SAMN10026081,SAMN10026082,SAMN10026083,SAMN10026084,SAMN10026085,SAMN10026086,SAMN10026087,SAMN10026088,SAMN10026089,SAMN10026090,SAMN10026091,SAMN10026092,SAMN10026093,SAMN10026094,SAMN10026095,SAMN10026096,SAMN10026097,SAMN10026098,SAMN10026099",,,342285171,641485,0,No,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGZY01,TSA,,PLN,Justicia gendarussa,PRJNA491242,SAMN10068013,"cultivar: Bum. F.,isolate: Black variety","dev_stage: matured leaves,tissue_type: leaves",16769138,24831,0,No,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGZZ01,TSA,,INV,Rhopilema esculentum,PRJNA394637,"SAMN09531958,SAMN09531959,SAMN09531960,SAMN09531961,SAMN09531962,SAMN09531963",,,74265639,94156,0,No,2019-10-31T00:00:00Z,2019-10-31T00:00:00Z
GHAA01,TSA,,PLN,Justicia gendarussa,PRJNA491241,SAMN10068012,"cultivar: Bum. F.,isolate: green variety","dev_stage: matured leaves,tissue_type: leaves",14169398,21844,0,No,2018-11-06T00:00:00Z,2018-11-06T00:00:00Z
GHAC01,TSA,,PLN,Piper methysticum,PRJNA494686,"SAMN10176575,SAMN10176576,SAMN10176577,SAMN10176578",,,208326836,216627,0,No,2019-08-09T00:00:00Z,2019-05-31T00:00:00Z
GHAD01,TSA,,INV,Bradybaena similaris,PRJNA495927,"SAMN10234953,SAMN10234954,SAMN10234955,SAMN10234956,SAMN10234957,SAMN10234958,SAMN10234959,SAMN10234960",,,344991051,590524,0,No,2019-12-04T00:00:00Z,2019-12-04T00:00:00Z
GHAE01,TSA,,INV,Mytilus edulis,PRJNA494236,"SAMN07180638,SAMN07180639,SAMN07180640,SAMN07180641,SAMN07180642,SAMN07180643,SAMN07180644,SAMN07180645,SAMN07180646,SAMN07180647,SAMN07180648,SAMN07180649,SAMN07180650,SAMN07180651,SAMN07180652,SAMN07180653,SAMN07180654,SAMN07180655,SAMN07180656,SAMN07180657",,,45793423,29177,0,No,2018-11-06T00:00:00Z,2018-11-06T00:00:00Z
GHAF01,TSA,,INV,Morbakka virulenta,PRJNA494059,"SAMN10219778,SAMN10219779",,,90777548,84247,0,No,2018-11-08T00:00:00Z,2018-11-08T00:00:00Z
GHAG01,TSA,,INV,Aurelia aurita,PRJNA494057,"SAMN10227665,SAMN10227666,SAMN10227667,SAMN10227668",,,158780949,137357,0,No,2018-11-08T00:00:00Z,2018-11-08T00:00:00Z
GHAH01,TSA,,VRT,Anguilla anguilla,PRJNA419718,"SAMN08095679,SAMN08095680,SAMN08095681,SAMN08095682,SAMN08095683,SAMN08095684,SAMN08095685,SAMN08095686,SAMN08095687,SAMN08095688,SAMN08095689,SAMN08095690,SAMN08095691,SAMN08095692,SAMN08095693,SAMN08095694,SAMN08095695,SAMN08095696,SAMN08095697,SAMN08095698",,,509867794,822832,0,No,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GHAI01,TSA,,INV,Aurelia aurita,PRJNA494062,"SAMN10234637,SAMN10234638,SAMN10234639,SAMN10234640,SAMN10234641,SAMN10234642,SAMN10234643,SAMN10234644,SAMN10234645",,,185657888,185376,0,No,2018-11-08T00:00:00Z,2018-11-08T00:00:00Z
GHAJ01,TSA,,INV,Apocyclops royi,PRJEB28764,"SAMEA4938374,SAMEA4938375,SAMEA4938376,SAMEA4938377,SAMEA4938378,SAMEA4938379,SAMEA4938380,SAMEA4938381",,,100678252,75477,0,No,2018-11-13T00:00:00Z,2018-11-13T00:00:00Z
GHAK01,TSA,,INV,Aurelia aurita,PRJNA494057,"SAMN10275018,SAMN10275019,SAMN10275020,SAMN10275021,SAMN10275022,SAMN10275023,SAMN10275024,SAMN10275025,SAMN10275026,SAMN10275027,SAMN10275028,SAMN10275029",,,143943513,139772,0,No,2018-11-08T00:00:00Z,2018-11-08T00:00:00Z
GHAL01,TSA,,INV,Physella acuta,PRJNA497591,SAMN10261641,isolate: A,"isolation_source: Lab maintained,tissue_type: whole-body",250092673,325524,0,No,2019-02-27T00:00:00Z,2019-02-27T00:00:00Z
GHAM01,TSA,,PLN,Chaetoceros affinis,PRJNA495610,SAMN10228538,strain: CCMP158,isolation_source: ocean,87329694,77929,0,No,2019-10-10T00:00:00Z,2018-11-15T00:00:00Z
GHAN01,TSA,,PLN,Chaetoceros affinis,PRJNA495610,SAMN10228543,strain: CCMP160,isolation_source: ocean,97393515,59599,0,No,2019-10-10T00:00:00Z,2018-11-15T00:00:00Z
GHAO01,TSA,,INV,Metabetaeus minutus,PRJNA244748,"SAMN02728714,SAMN10290295",,,21378087,39527,0,No,2018-11-19T00:00:00Z,2018-11-19T00:00:00Z
GHAP01,TSA,,INV,Metabetaeus lohena,PRJNA244748,"SAMN02728713,SAMN10290305",,,114204474,160509,0,No,2018-11-19T00:00:00Z,2018-11-19T00:00:00Z
GHAQ01,TSA,,INV,Tripedalia cystophora,PRJNA498176,"SAMN10284868,SAMN10284869,SAMN10284870,SAMN10284871,SAMN10284872,SAMN10284873,SAMN10284874,SAMN10284875,SAMN10284876",,,202016254,154192,0,No,2019-01-28T00:00:00Z,2019-01-28T00:00:00Z
GHAR01,TSA,,INV,Nemopilema nomurai,PRJNA498198,"SAMN10285108,SAMN10285109,SAMN10285110",,,132791650,108264,0,No,2019-01-28T00:00:00Z,2019-01-28T00:00:00Z
